@relation 'all_train-weka.filters.unsupervised.attribute.Remove-R1,502-515,517-519-weka.filters.unsupervised.attribute.Remove-R502-weka.filters.unsupervised.attribute.NumericTransform-R1-500-Cjava.lang.Math-Mlog-weka.filters.unsupervised.attribute.Remove-V-R21,360,4,51,283,461,76,479,201,312,77,343,483,263,485,356,74,398,274,217,214,282,134,286,25,95,90,54,154,73,344,465,222,92,347,207,326,348,315,166,96,131,430,188,329,352,264,17,160,357,501'

@attribute dim21 numeric
@attribute dim360 numeric
@attribute dim4 numeric
@attribute dim51 numeric
@attribute dim283 numeric
@attribute dim461 numeric
@attribute dim76 numeric
@attribute dim479 numeric
@attribute dim201 numeric
@attribute dim312 numeric
@attribute dim77 numeric
@attribute dim343 numeric
@attribute dim483 numeric
@attribute dim263 numeric
@attribute dim485 numeric
@attribute dim356 numeric
@attribute dim74 numeric
@attribute dim398 numeric
@attribute dim274 numeric
@attribute dim217 numeric
@attribute dim214 numeric
@attribute dim282 numeric
@attribute dim134 numeric
@attribute dim286 numeric
@attribute dim25 numeric
@attribute dim95 numeric
@attribute dim90 numeric
@attribute dim54 numeric
@attribute dim154 numeric
@attribute dim73 numeric
@attribute dim344 numeric
@attribute dim465 numeric
@attribute dim222 numeric
@attribute dim92 numeric
@attribute dim347 numeric
@attribute dim207 numeric
@attribute dim326 numeric
@attribute dim348 numeric
@attribute dim315 numeric
@attribute dim166 numeric
@attribute dim96 numeric
@attribute dim131 numeric
@attribute dim430 numeric
@attribute dim188 numeric
@attribute dim329 numeric
@attribute dim352 numeric
@attribute dim264 numeric
@attribute dim17 numeric
@attribute dim160 numeric
@attribute dim357 numeric
@attribute is_person {0,1}

@data
-6.104857,-6.287179,-5.699392,-6.104857,-7.20347,?,-7.20347,-6.510322,?,-6.798004,-6.510322,-5.950707,-6.510322,-7.20347,-5.699392,?,-6.798004,-6.510322,-7.896617,-5.498721,-6.510322,-5.817175,-6.798004,-6.798004,-6.798004,-6.287179,-7.896617,-7.20347,-5.257559,-6.510322,-6.104857,?,-6.510322,-7.896617,?,-6.104857,-6.510322,-6.798004,-5.817175,-5.331667,-5.817175,-6.798004,-5.188567,-5.498721,-6.510322,-5.594032,?,-5.950707,?,-4.852094,0
-6.510322,-7.896617,?,-6.104857,-7.896617,-6.510322,?,-7.20347,-3.926274,?,-7.896617,-7.20347,-5.817175,-7.896617,-6.798004,-5.594032,-7.896617,-6.798004,-6.104857,-7.20347,-7.20347,-7.896617,-7.20347,-7.896617,-5.950707,-7.896617,-6.510322,-5.594032,-7.896617,-7.20347,-6.798004,-3.907583,?,-7.20347,?,-7.896617,?,-7.20347,?,-7.896617,-7.20347,-7.896617,-7.896617,-7.896617,-7.896617,-5.594032,-7.20347,-6.510322,-5.498721,-6.798004,0
-6.378304,-5.502639,-6.041495,-7.986565,-6.601006,-6.195786,-5.684863,-6.195786,?,-5.790321,-5.684863,-6.601006,-6.041495,-6.041495,-6.041495,-6.378304,-5.279496,-5.422521,-6.888934,-6.195786,-5.908227,-6.195786,-7.294889,-6.195786,-6.601006,-5.684863,-6.378304,-6.378304,-5.15439,-6.041495,-6.378304,-7.986565,-6.601006,-6.195786,-5.58974,-6.601006,-5.684863,-6.378304,-5.790321,-7.294889,-5.502639,-6.195786,-5.502639,-7.986565,-6.378304,-5.908227,-7.986565,-6.378304,-5.790321,-5.790321,0
-6.510322,-6.798004,?,-7.20347,?,-5.817175,-6.798004,-6.104857,-3.419219,?,-6.287179,-7.896617,?,-6.798004,-6.510322,-5.188567,?,-7.20347,-7.20347,?,?,-7.896617,?,-7.20347,-6.510322,?,-7.896617,?,?,-7.20347,-6.510322,-3.648045,-7.896617,-6.798004,-7.20347,-6.798004,?,-6.104857,?,-5.124028,-7.896617,?,-7.20347,-5.950707,?,?,?,-7.896617,?,-7.896617,0
-6.888934,-5.908227,-5.908227,-6.601006,-6.888934,-6.601006,-6.601006,-6.601006,-5.908227,-6.041495,-6.888934,-6.601006,-6.195786,-5.790321,-6.041495,-6.195786,-6.601006,-7.986565,-7.294889,-6.195786,-6.378304,-5.908227,-6.041495,-6.195786,-6.888934,-5.422521,-7.294889,-6.195786,-4.991863,-6.888934,-5.58974,-6.888934,-6.888934,-7.986565,-5.908227,-6.195786,-5.790321,-6.041495,-6.195786,-6.195786,-5.58974,-6.378304,-5.422521,-6.888934,-5.908227,-5.908227,-6.888934,-7.986565,-6.601006,-5.58974,1
-5.331667,-5.41171,-5.498721,-5.817175,-6.104857,-5.41171,-5.817175,-5.594032,-5.331667,-5.498721,-6.104857,-7.20347,-5.817175,-5.498721,-5.817175,-5.950707,-5.594032,-6.104857,-5.699392,-5.257559,-5.699392,-6.287179,-6.510322,-6.798004,-5.699392,-5.498721,-5.950707,-5.063403,-5.699392,-6.104857,-5.817175,-6.510322,-7.20347,-6.104857,-6.510322,-5.594032,-5.41171,-6.104857,-6.287179,?,-5.498721,-5.950707,-5.817175,-7.20347,-6.510322,-5.950707,-6.798004,-6.104857,-5.594032,-5.817175,1
-6.287179,-5.817175,-6.798004,-6.287179,?,-5.188567,-6.287179,-5.699392,-4.462543,-7.20347,-6.287179,-6.104857,-6.104857,-6.104857,-5.950707,-5.817175,-7.20347,-6.798004,-6.510322,-7.20347,?,-6.104857,-6.287179,-6.104857,-5.950707,-7.20347,-7.20347,-7.20347,-5.594032,-6.510322,-5.498721,-4.952178,-6.510322,-5.699392,-7.896617,-7.896617,-7.896617,-5.188567,-7.896617,?,-5.817175,-6.510322,-6.798004,-6.510322,-7.20347,-6.510322,-6.798004,-7.20347,-7.20347,-7.20347,1
-5.502639,-6.041495,-6.195786,-5.684863,-6.601006,-5.58974,-6.378304,-5.422521,-7.294889,-6.195786,-6.601006,-5.348559,-5.279496,-6.601006,-5.790321,-4.991863,-7.986565,-6.378304,-5.502639,-6.378304,-6.195786,-5.790321,-5.15439,-6.041495,-6.888934,-6.888934,-6.378304,-5.684863,-5.502639,-5.684863,-5.790321,-7.294889,-5.790321,-5.279496,-5.502639,-6.888934,-7.294889,-6.195786,-7.294889,-6.601006,-5.684863,-6.378304,-6.041495,-6.601006,-5.908227,-5.684863,-6.888934,-6.195786,-6.195786,-6.195786,1
-5.422521,-6.601006,-5.684863,-5.58974,-5.502639,-6.888934,-6.378304,-7.986565,-5.790321,-7.986565,-6.378304,?,-7.294889,-7.294889,-6.601006,-7.986565,-7.986565,-7.294889,-6.041495,-6.888934,?,-6.195786,-6.601006,-6.888934,-7.986565,-7.294889,-6.195786,-5.790321,-6.601006,-5.908227,-5.908227,-6.601006,-5.790321,-7.986565,-7.294889,-5.684863,-5.422521,?,-7.294889,?,-7.986565,-6.378304,-6.378304,-6.888934,-5.790321,-5.684863,-5.684863,-5.908227,-6.195786,-7.294889,1
-5.684863,-6.195786,-6.041495,-7.294889,-5.58974,-6.888934,-6.195786,-6.601006,-4.298642,-5.790321,-6.601006,-7.986565,-6.041495,-6.195786,-5.790321,-6.041495,-6.195786,-7.986565,-5.908227,-6.041495,-6.888934,-6.888934,-7.986565,-6.888934,-6.041495,-6.378304,-6.378304,-5.684863,-5.58974,-6.041495,-6.888934,-4.729374,-6.378304,-6.378304,-5.348559,-6.378304,-5.790321,-6.601006,-5.790321,-6.888934,-5.790321,-5.502639,-5.908227,-7.294889,-6.601006,-6.378304,-6.041495,-6.601006,-5.684863,-5.214896,0
-6.041495,-5.908227,-5.422521,-6.195786,-6.378304,-6.378304,-7.986565,-5.502639,-6.195786,-6.378304,-6.195786,-6.378304,-5.908227,-6.195786,-6.195786,-5.790321,-6.888934,-7.986565,-6.888934,-6.888934,-6.601006,-6.888934,-6.601006,-6.601006,-6.601006,-7.986565,-7.294889,-7.294889,-5.58974,-6.195786,-5.908227,-7.986565,-7.986565,-6.195786,-7.294889,-5.790321,-6.601006,-5.684863,-5.908227,-6.888934,-5.58974,-6.601006,-6.888934,-7.294889,-6.041495,-6.888934,-7.986565,?,?,-7.294889,1
-6.195786,-6.041495,-6.601006,-5.684863,-6.195786,-7.986565,-6.601006,-7.986565,-4.376601,-6.195786,-7.294889,-6.888934,-6.601006,-6.888934,-6.601006,-6.195786,-5.790321,-6.378304,-5.908227,-5.502639,-7.294889,-6.601006,-6.378304,-7.294889,-6.601006,-5.348559,-6.888934,-5.908227,-6.041495,-6.888934,-6.888934,-4.586348,-5.684863,-6.601006,-6.378304,-6.601006,-7.294889,-6.888934,-5.908227,-5.58974,-6.601006,-6.888934,-5.279496,-5.15439,-7.986565,-7.986565,-6.195786,-6.378304,-6.041495,-5.684863,1
-6.888934,-7.294889,-7.294889,-6.195786,-6.041495,-6.378304,-5.790321,-6.601006,-4.655306,-6.601006,-6.041495,-6.378304,-6.195786,-7.986565,-6.195786,-6.888934,-6.378304,-7.986565,-5.908227,-7.986565,-7.986565,-7.986565,-7.294889,-6.888934,-6.888934,-6.041495,-6.195786,-7.294889,-7.986565,-6.601006,-7.294889,-5.348559,-5.908227,-7.986565,-5.790321,-7.294889,-5.279496,-6.378304,-6.195786,-6.601006,-7.294889,-5.422521,-6.378304,?,-5.58974,-6.378304,-5.58974,-7.294889,-5.043055,-6.601006,1
-6.888934,-6.378304,-6.601006,-7.294889,-6.195786,-6.601006,-6.378304,-6.195786,-7.986565,-6.888934,-7.986565,-6.195786,-6.378304,-6.195786,-6.601006,-6.888934,-7.986565,-7.986565,-7.986565,-7.986565,-6.378304,-5.58974,-6.888934,-7.294889,-6.195786,-7.986565,-7.294889,-6.378304,-6.041495,-5.908227,-6.378304,?,-6.888934,-6.888934,-6.378304,-6.888934,-7.294889,-6.378304,-6.195786,-7.294889,-6.041495,?,-7.294889,?,-6.041495,-6.378304,-6.041495,-6.888934,-5.908227,-6.888934,0
-6.378304,-5.790321,-6.195786,-6.041495,-6.888934,-5.908227,-6.378304,-6.378304,-6.195786,-6.041495,-5.908227,-6.378304,-5.908227,-6.378304,-5.684863,-6.888934,-5.684863,-5.908227,-6.888934,-5.502639,-6.888934,-5.790321,-5.58974,-6.195786,-6.195786,-5.908227,-5.58974,-6.601006,-5.58974,-6.378304,-6.888934,-7.986565,-6.888934,-6.378304,-5.908227,-6.378304,-5.790321,-5.790321,-5.684863,-5.790321,-5.684863,-6.888934,-6.195786,-6.195786,-6.888934,-5.684863,-6.195786,-6.041495,-6.888934,-5.790321,1
-7.896617,-7.896617,?,-6.510322,-7.896617,-7.896617,-7.20347,?,-4.004742,?,?,?,?,?,-7.896617,?,?,?,?,?,?,?,-7.20347,-7.896617,?,-6.798004,-7.896617,-7.896617,?,?,?,-4.112366,-7.896617,?,-6.798004,?,?,-7.20347,-7.20347,-7.896617,-7.896617,-7.20347,-7.896617,-5.594032,-6.798004,-7.20347,-6.798004,-5.817175,-7.20347,-7.896617,1
-7.294889,-4.896459,-6.041495,?,-6.378304,-4.809492,-6.601006,-4.943023,?,-6.195786,-5.58974,-4.852094,-4.586348,-4.586348,-4.586348,-4.691709,-7.294889,-6.888934,-5.58974,-6.195786,-4.991863,-5.502639,-5.214896,-4.729374,-4.896459,?,?,-4.991863,-4.852094,-5.214896,-4.852094,?,?,-4.461156,-7.986565,-6.041495,-6.888934,-4.620182,-7.294889,-6.601006,-4.620182,-5.908227,-5.684863,-6.378304,-6.195786,-5.15439,-7.294889,-7.986565,-6.888934,-5.502639,1
?,?,-7.846803,-7.846803,?,-7.846803,-6.461148,?,-4.382027,-7.154935,-7.154935,-7.846803,-7.154935,?,-7.846803,?,?,-7.846803,?,?,-7.846803,?,-6.461148,?,-7.846803,?,-6.238389,-6.461148,-7.154935,?,-7.846803,-4.351226,-7.846803,?,?,-6.055896,-6.238389,?,-7.154935,-6.461148,-7.846803,-7.846803,-6.749044,-5.768321,?,-6.749044,-6.055896,-5.768321,?,-7.154935,1
-7.986565,-6.601006,-7.986565,?,-6.601006,-6.888934,-7.986565,?,-6.601006,-6.378304,?,-6.888934,-5.908227,-7.294889,-6.888934,-7.986565,-7.986565,-7.986565,-6.601006,-6.601006,-6.195786,-7.986565,-6.601006,-6.378304,?,-7.986565,-7.294889,-6.378304,-5.502639,-6.195786,-6.195786,?,-6.888934,-7.986565,-7.294889,-5.502639,-5.790321,?,-6.888934,-6.195786,-7.294889,-5.908227,-6.888934,-6.888934,-6.378304,-6.195786,-6.195786,-7.294889,?,-6.378304,0
-5.124028,-5.950707,-5.699392,-5.257559,-4.852094,-5.331667,-5.498721,-6.510322,-6.287179,-5.124028,-5.817175,-6.104857,-5.257559,-5.594032,-5.594032,-5.188567,-5.063403,-5.699392,-5.594032,-5.699392,-6.104857,-5.257559,-5.498721,-5.950707,-5.41171,-6.104857,-5.699392,-6.104857,-5.594032,-5.950707,-6.287179,-7.896617,-5.699392,-5.699392,-5.817175,-5.817175,-5.699392,-5.498721,-5.188567,-7.896617,-6.287179,-6.287179,-5.41171,-6.287179,-6.104857,-5.817175,-6.798004,-5.950707,?,-5.817175,1
-5.790321,-7.294889,-6.041495,-6.601006,-6.378304,-5.422521,-5.908227,-5.908227,-5.502639,-5.684863,-5.908227,-5.790321,-5.684863,-6.378304,-5.279496,-5.279496,-5.908227,-5.684863,-6.378304,-6.041495,-6.378304,-5.684863,-5.908227,-6.378304,-5.348559,-5.790321,-6.601006,-5.684863,-5.348559,-5.348559,-5.097174,-7.986565,-6.888934,-5.58974,-5.279496,-6.888934,-6.601006,-5.58974,-6.378304,-6.195786,-4.991863,-6.041495,-6.195786,-5.279496,-6.378304,-5.684863,-7.294889,-6.888934,-6.601006,-7.294889,0
?,?,-7.294889,-7.986565,-5.908227,-7.986565,-6.195786,?,-5.279496,-7.986565,-7.986565,-7.986565,-7.986565,?,?,?,-6.601006,-6.888934,?,-6.195786,?,-7.294889,?,-7.986565,-7.986565,-6.041495,-5.790321,-5.58974,-5.790321,-7.986565,-6.195786,-6.041495,-7.294889,?,-5.790321,-5.790321,-5.043055,-7.986565,?,-7.294889,-6.888934,-6.378304,-6.601006,-6.601006,-5.790321,-7.986565,-6.195786,-6.888934,-4.620182,-7.294889,1
-5.257559,-5.594032,-5.699392,-6.104857,-6.287179,-5.41171,-6.510322,-5.594032,-6.510322,-5.950707,-5.699392,-6.104857,-5.257559,-5.699392,-5.950707,-5.124028,-7.896617,-6.104857,-5.817175,-6.104857,-6.510322,-6.798004,-6.104857,-5.498721,-5.950707,-5.950707,-7.20347,-5.188567,-5.331667,-5.950707,-5.594032,?,-6.510322,-6.287179,-5.817175,-7.896617,-6.798004,-5.594032,-5.699392,-6.798004,-5.950707,-5.699392,-5.817175,?,-6.287179,-5.817175,-6.798004,-6.798004,-5.699392,-6.287179,1
-6.601006,-5.908227,-5.908227,-6.888934,-5.790321,-5.58974,?,-5.214896,?,-6.041495,-5.790321,-5.15439,-6.195786,-5.908227,-5.348559,-7.986565,-6.601006,-6.601006,-6.378304,-5.790321,-5.348559,-5.908227,-6.378304,-5.908227,-5.58974,-6.195786,-6.601006,-5.348559,-5.422521,-5.502639,-5.214896,?,-6.601006,-5.684863,-6.888934,-6.195786,-6.601006,-5.15439,-6.195786,-7.294889,-4.852094,-6.378304,-5.502639,-6.888934,-6.041495,-5.908227,-7.986565,-7.294889,?,-5.502639,1
-5.498721,-7.20347,-5.817175,-5.699392,-5.950707,-6.798004,-5.950707,-6.510322,-4.20767,-7.20347,-7.20347,-7.20347,-7.20347,-7.896617,-6.510322,?,-6.104857,-6.287179,-6.104857,-6.287179,-7.896617,-6.287179,-6.798004,-7.896617,-6.798004,-7.20347,-6.510322,-6.104857,-7.20347,-6.510322,-7.20347,-5.063403,-5.331667,-7.896617,-6.287179,-6.510322,-5.817175,-7.896617,-5.498721,-4.900884,-7.20347,-6.510322,-5.594032,-5.006245,-7.20347,-6.104857,-5.41171,-5.41171,-7.896617,-6.104857,0
-6.195786,-7.294889,-5.790321,-6.888934,-6.041495,-5.908227,-6.041495,-7.294889,-5.15439,-5.502639,-6.041495,-6.041495,-6.378304,-7.294889,-5.15439,?,-6.378304,-5.790321,-6.041495,-5.348559,-7.294889,-6.195786,-6.041495,-6.195786,-6.041495,-6.041495,-7.986565,-5.790321,-4.809492,-5.502639,-6.601006,-5.684863,-6.041495,-6.041495,-5.684863,-5.790321,-5.684863,-6.378304,-5.58974,-5.908227,-6.378304,-6.378304,-6.195786,-6.601006,-7.294889,-5.348559,?,-6.888934,-7.986565,-5.790321,1
-5.790321,-6.041495,-7.294889,-5.908227,-6.601006,-5.214896,-6.888934,-5.214896,-4.203312,-5.908227,-6.378304,-5.790321,-7.294889,-6.195786,-6.601006,-5.279496,-6.888934,-6.041495,-5.908227,-6.378304,-5.908227,-6.041495,-7.986565,-6.378304,-6.195786,-6.378304,-6.378304,-6.888934,-6.195786,-6.601006,-6.195786,-4.691709,-6.041495,-5.58974,-7.294889,-6.378304,-5.908227,-6.041495,-5.684863,-6.041495,-6.601006,-6.601006,-6.195786,-5.422521,-6.195786,-6.378304,-5.58974,-6.378304,?,-7.986565,1
?,?,-7.896617,?,-7.896617,?,-7.896617,?,-3.706881,?,?,-7.896617,?,-7.896617,-7.20347,?,-7.896617,?,?,-7.896617,-7.896617,?,?,-7.896617,?,-7.896617,-6.510322,-7.896617,-7.20347,?,-7.896617,-4.112366,?,?,-6.287179,-7.20347,-7.896617,?,-7.896617,?,-7.20347,-7.896617,-6.510322,?,-7.896617,?,-6.798004,-7.896617,-5.257559,-7.896617,0
-5.817175,-6.104857,-5.817175,-6.104857,-7.20347,-6.798004,-5.594032,-5.950707,-4.677633,-5.950707,-5.950707,-6.104857,-6.287179,-6.104857,-5.950707,-6.510322,-6.510322,-6.104857,-6.510322,-7.896617,-7.20347,-6.510322,-7.20347,-7.20347,-7.896617,-6.798004,-6.104857,-6.287179,-6.287179,-7.896617,-6.798004,-7.896617,-5.950707,-6.798004,-5.699392,-5.498721,-6.287179,-6.798004,-6.798004,-5.817175,-6.798004,-7.20347,-5.699392,-5.699392,-6.287179,-6.510322,-5.257559,-5.699392,-6.287179,-6.510322,1
-7.294889,-6.378304,-6.195786,?,-6.601006,-5.790321,-5.908227,-5.908227,-5.15439,-5.58974,-6.041495,-6.601006,-6.888934,-5.790321,-7.986565,-6.041495,-5.58974,-6.041495,-6.601006,-6.888934,-6.601006,-6.195786,-6.601006,-6.601006,-6.041495,-5.684863,-5.790321,-6.195786,-7.986565,-6.888934,-6.378304,-5.348559,-6.041495,-6.601006,-5.502639,-5.908227,-6.888934,-5.58974,-6.601006,-6.601006,-6.888934,-5.684863,-6.601006,-6.195786,-6.888934,-6.888934,-6.195786,-7.986565,-6.601006,-6.378304,0
-5.498721,-5.188567,-5.594032,-6.510322,-5.498721,-5.124028,-5.950707,-5.063403,-6.510322,-4.805452,-5.124028,-5.006245,-5.950707,-4.900884,-5.699392,-5.41171,-5.498721,-5.257559,-5.498721,-5.817175,-5.41171,-5.498721,-5.950707,-5.699392,-5.498721,-5.594032,-5.594032,-6.287179,-4.952178,-5.498721,-5.699392,-7.20347,-7.20347,-5.594032,-5.063403,-5.188567,-6.104857,-5.124028,-5.817175,-6.510322,-5.950707,-5.950707,-4.900884,-7.20347,-5.699392,-5.498721,-7.20347,-6.287179,-6.287179,-5.699392,1
-5.790321,-7.986565,-6.041495,-5.684863,-6.888934,-6.378304,-5.422521,-5.58974,-6.888934,-6.041495,-7.986565,-6.888934,-6.195786,-6.378304,-6.601006,-5.790321,-6.195786,-5.684863,-6.378304,-5.790321,-6.888934,-5.279496,-6.195786,-6.378304,-6.041495,-6.041495,-5.684863,-5.790321,-6.378304,?,-7.294889,-7.294889,-6.378304,-6.378304,-5.790321,-5.58974,-6.041495,-6.601006,-5.790321,-6.195786,-5.422521,-6.041495,-5.58974,-7.986565,-6.195786,-5.908227,-5.58974,-6.195786,-7.294889,-7.986565,1
-7.986565,-7.986565,-6.888934,-6.888934,-6.888934,-7.294889,-7.986565,-6.601006,-4.432142,?,-7.294889,-6.041495,-7.294889,-7.986565,?,-6.888934,-6.888934,?,-7.294889,-7.294889,-6.601006,-6.888934,-6.888934,-6.888934,-7.294889,-6.888934,-6.601006,-6.195786,-6.888934,-6.601006,-6.601006,-4.991863,?,?,-6.601006,-6.888934,?,-6.195786,-7.986565,-5.279496,-6.601006,-5.908227,-7.294889,-6.601006,-6.601006,-6.041495,?,-7.986565,-6.195786,-7.294889,0
-5.58974,-6.888934,-7.294889,-4.809492,-6.601006,-7.986565,?,-7.986565,-4.226323,?,-7.986565,?,?,?,?,-7.986565,-7.294889,-7.986565,-6.041495,-6.195786,?,-7.294889,-7.986565,?,?,-7.986565,-7.294889,-7.986565,?,-7.986565,?,-5.422521,-5.214896,-7.986565,-7.986565,-6.195786,-6.195786,?,-6.195786,-7.294889,?,?,-7.986565,-7.294889,-7.294889,-6.888934,-6.378304,-6.195786,-7.294889,-6.601006,1
-5.873859,-6.279147,-6.124767,-6.279147,-8.069307,-5.873859,-6.972827,-7.377759,-4.852094,-6.461148,-6.461148,-6.972827,-5.431849,-6.972827,-5.768321,-5.873859,?,-8.069307,-6.461148,-6.279147,-6.684612,-6.684612,-5.505834,-8.069307,-8.069307,-6.684612,-8.069307,-6.684612,-5.768321,-6.461148,-6.684612,-4.852094,-6.684612,-6.684612,-6.972827,-6.684612,?,-6.684612,-6.124767,-5.768321,-6.279147,-7.377759,-6.124767,-5.362963,-6.461148,-6.461148,-5.768321,-6.972827,?,-5.431849,0
-5.790321,-6.041495,-5.684863,-6.195786,-6.041495,-6.378304,-6.601006,-5.790321,-3.86038,-7.986565,-6.195786,-6.041495,-5.790321,-5.908227,-6.378304,-6.378304,-6.378304,-6.378304,-6.041495,-5.58974,-6.378304,-5.502639,-6.601006,-6.195786,-7.986565,-5.790321,-6.888934,-6.195786,-5.348559,-7.294889,-6.378304,-4.404027,-6.888934,-6.601006,-6.601006,-6.195786,-6.041495,-5.790321,-5.790321,-4.809492,-5.422521,-6.888934,-5.502639,-5.422521,-6.888934,-7.986565,-6.378304,-6.378304,?,-5.790321,1
-7.742466,-6.133028,-6.133028,-6.643854,-6.356172,-6.356172,-5.796556,-6.356172,-5.439881,-6.643854,-7.049319,-6.643854,-6.133028,-6.133028,-5.257559,-5.950707,-6.356172,-7.049319,-7.049319,-7.049319,-7.049319,-6.643854,-5.663024,-5.796556,-5.663024,-6.643854,-7.049319,-5.663024,-6.643854,-6.356172,-6.133028,-5.545241,?,-6.133028,-6.133028,-7.742466,-7.049319,-6.133028,-7.049319,?,-5.950707,-6.643854,-6.356172,-6.643854,-5.663024,-6.643854,-6.643854,-5.796556,-6.356172,-6.643854,0
-7.294889,-7.294889,-6.195786,-7.294889,-6.601006,-7.294889,-6.378304,?,-4.729374,-6.601006,-6.195786,-7.986565,-6.601006,-7.986565,-6.601006,-6.888934,-6.601006,-6.601006,-7.986565,-6.195786,-6.888934,-6.888934,-6.888934,-6.195786,-6.378304,-6.601006,-6.888934,-6.601006,-5.58974,-6.195786,-7.294889,-5.908227,-6.888934,-7.986565,-6.601006,-6.888934,?,-7.294889,?,-5.790321,-5.908227,-6.601006,-6.378304,-6.195786,-6.601006,-6.888934,-6.888934,-6.601006,-6.601006,-5.684863,0
-7.294889,-5.043055,-6.378304,?,-5.422521,-5.214896,-5.684863,-5.684863,-4.655306,-6.378304,-5.15439,-5.097174,-5.502639,-4.991863,-5.348559,-5.15439,-6.041495,-6.378304,-6.378304,-5.790321,-5.214896,-5.790321,-5.214896,-5.348559,-5.348559,-5.58974,-6.601006,-5.58974,-5.279496,-5.422521,-5.15439,-4.896459,?,-5.58974,-6.195786,-5.422521,-6.601006,-5.043055,-6.601006,-6.601006,-5.684863,-6.195786,-5.908227,-6.041495,-6.378304,-6.601006,-6.195786,-5.790321,-7.986565,-5.58974,1
-7.896617,-6.510322,-5.950707,-7.896617,-5.594032,-7.20347,-6.287179,-7.896617,-3.907583,-5.817175,-6.798004,-6.798004,-6.287179,-7.896617,-7.20347,-6.510322,-5.498721,-6.104857,-6.798004,-6.798004,?,-7.896617,-5.950707,-7.896617,-6.510322,-6.104857,-6.287179,-7.20347,-7.20347,-6.104857,-6.287179,-5.950707,?,-6.510322,-5.124028,-6.287179,-6.798004,-6.798004,-5.817175,-7.20347,-7.20347,-5.498721,-5.498721,-5.498721,-6.510322,-7.20347,-5.817175,-6.510322,-5.41171,-6.104857,1
-5.817175,-5.699392,-6.510322,-6.287179,-6.287179,-5.41171,-6.510322,-5.41171,-4.046412,-5.699392,-5.699392,-5.699392,-6.510322,-5.498721,-7.20347,-5.594032,-5.817175,-6.287179,-6.104857,-6.287179,-5.594032,-5.817175,-7.20347,-5.817175,-5.331667,-6.287179,-6.104857,-5.41171,-6.104857,-6.287179,-6.287179,-4.430797,-6.798004,-6.510322,-5.594032,-5.594032,?,-6.104857,-6.104857,-5.41171,-7.896617,-7.896617,-5.817175,-5.124028,-6.798004,-6.287179,-7.896617,-6.798004,-7.896617,-7.20347,1
-6.601006,-6.601006,-5.908227,-6.195786,-6.888934,-5.684863,-6.378304,-6.378304,-6.888934,-6.888934,-6.888934,-6.601006,-6.601006,-7.986565,-6.601006,-6.195786,-6.195786,-6.378304,-7.294889,-5.908227,-5.790321,-6.041495,-6.041495,-6.195786,-7.294889,-6.601006,-7.294889,-5.58974,-6.601006,-7.294889,-5.502639,?,-5.502639,-6.601006,-7.986565,-6.601006,-6.601006,-6.378304,-6.888934,-6.888934,-6.041495,-5.58974,-5.790321,?,-5.58974,-6.888934,-7.294889,-5.908227,-6.601006,-6.195786,1
-6.195786,-6.041495,-6.195786,-7.294889,-6.601006,-6.195786,-5.684863,-7.986565,-4.158883,-6.041495,-5.790321,-6.601006,-6.195786,-5.684863,-7.294889,-6.378304,-5.214896,-5.790321,-6.378304,-6.601006,-6.888934,-6.888934,-6.888934,-6.378304,-5.790321,-5.684863,-5.58974,-6.378304,-6.601006,-5.908227,-6.195786,-4.729374,-5.502639,-6.195786,-5.279496,-6.195786,-6.195786,-6.378304,-6.601006,-7.294889,-6.888934,-5.790321,-5.348559,-7.986565,-5.422521,-6.195786,-5.422521,-7.986565,-6.195786,-6.378304,0
-6.307272,-6.173946,-6.055896,-6.173946,-6.055896,-6.643854,-6.055896,-8.254829,-5.362963,-6.643854,-6.461148,-7.559761,-5.034416,-6.643854,-5.768321,-7.154935,-7.154935,-6.055896,-7.154935,-6.307272,-7.559761,-5.308772,-6.055896,-6.461148,-7.154935,-5.950707,-7.559761,-5.855187,-5.614125,-5.688401,-6.461148,-5.768321,-5.768321,-8.254829,-6.643854,-6.643854,-6.643854,-6.866613,-6.055896,-5.950707,-6.173946,-6.643854,-5.688401,-5.545241,-6.461148,-5.768321,-5.855187,-5.362963,-7.559761,-6.643854,0
-5.422521,-6.888934,-7.986565,-5.58974,?,?,-6.888934,-7.986565,-4.116345,-6.601006,?,?,-7.294889,-6.888934,-6.601006,-5.422521,-6.601006,-6.041495,-5.790321,?,-6.888934,-7.294889,-6.888934,?,-6.195786,-7.986565,-5.790321,-6.888934,?,?,?,-4.298642,-6.888934,-5.790321,-5.790321,?,?,-7.986565,?,-6.601006,?,-7.294889,-7.294889,-5.908227,-7.294889,?,-7.986565,-7.986565,-5.684863,-7.294889,0
-7.896617,-7.20347,-7.20347,-6.510322,-5.257559,-7.896617,-7.20347,-6.798004,-3.223713,-6.798004,-6.798004,-7.20347,-7.20347,-6.798004,-6.510322,-7.896617,-7.896617,-6.798004,-6.287179,-6.798004,-6.287179,-6.287179,-6.798004,-7.896617,-7.896617,-5.699392,?,-6.510322,-5.950707,-6.287179,-6.104857,-3.802227,-7.896617,-6.798004,-7.896617,-7.20347,-7.20347,-6.510322,-7.896617,-7.20347,-6.798004,-6.510322,-6.510322,-6.798004,?,-6.510322,-6.510322,-6.510322,-7.20347,-6.287179,0
